symbol,name,sector,sector_class,status,all_pass,manual_cash_check,g1_solvency,g3_margin_slope,g4_cfo_np,g5_roe_relative,g6_new_high,g7_fwd_pe,composite,cagr_score,yield_score,peg_score,cagr_3y_pct,dividend_yield_pct,peg,roe_3y_avg_pct,fwd_pe,price,mcap
WIN,WYNCOAST INDUSTRIAL PARK PUBLIC COMPANY LIMITED,Property Development,default,scanned,NO,N/A,YES,NO,NA,NO,NO,NO,0.0,0.0,0.0,0.0,-69.02,,,-0.55,104.67,0.27,151508885.4
WINDOW,Window Asia Public Company Limited,Construction Materials,default,scanned,NO,N/A,YES,NA,NA,NA,NA,NO,21.33,0.0,71.1,0.0,,4.11,,,19.41,0.73,648240000.0
WINMED,WINNERGY MEDICAL PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,NO,YES,NO,NO,NO,7.37,0.0,24.58,0.0,-23.44,1.4,,6.75,23.46,0.89,356000000.0
WINNER,WINNER GROUP ENTERPRISE PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,NO,YES,YES,NO,NO,YES,30.0,0.0,100.0,0.0,-6.03,8.82,,11.65,9.02,2.04,1223948310.48
WORK,WORKPOINT ENTERTAINMENT PUBLIC COMPANY LIMITED,Media & Publishing,default,scanned,NO,N/A,YES,NO,NA,NO,NO,NA,29.57,0.0,98.57,0.0,-100.0,6.86,,-1.63,,3.5,1545461697.5
WP,WP ENERGY PUBLIC COMPANY LIMITED,Energy & Utilities,default,scanned,NO,N/A,NO,NO,YES,NO,NO,YES,62.1,51.15,100.0,38.79,13.3,8.47,0.776,9.77,11.3,3.54,1807186992.0
WPH,WATTANAPAT HOSPITAL TRANG PUBLIC COMPANY LIMITED,Health Care Services,default,scanned,YES,PENDING,YES,YES,YES,YES,YES,YES,16.85,24.15,21.65,2.33,6.28,1.24,0.047,13.81,9.34,5.9,4130731499.7
WSOL,WSOL PUBLIC COMPANY LIMITED,Commerce,retail,scanned,NO,N/A,NO,NO,NA,NO,NO,NA,30.0,0.0,100.0,0.0,-100.0,517.33,,-36.77,,0.03,72953047.14
XBIO,X BIOSCIENCE PUBLIC COMPANY LIMITED,Food & Beverage,default,scanned,NO,N/A,YES,NO,NA,NO,NO,NA,30.0,0.0,100.0,0.0,,2938.11,,-108.7,,0.09,1093591451.97
XO,EXOTIC FOOD PUBLIC COMPANY LIMITED,-,default,scanned,YES,PENDING,YES,YES,YES,YES,YES,YES,85.27,75.36,83.75,100.0,19.59,5.37,12.828,41.98,9.35,12.8,5481784025.6
XPG,XSPRING CAPITAL PUBLIC COMPANY LIMITED,Finance & Securities,bank,scanned,NO,N/A,YES,NO,NO,NO,YES,NO,41.67,0.0,38.89,100.0,,2.22,1.834,1.31,22.5,0.45,4815085995.45
XYZ,RSXYZ PUBLIC COMPANY LIMITED,Information & Communication Technology,default,scanned,NO,N/A,YES,YES,NA,NO,NO,NA,0.0,0.0,0.0,0.0,,,,1.71,,0.37,646293645.71
YGG,YGGDRAZIL GROUP PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,NO,NA,NO,NO,YES,30.0,0.0,100.0,0.0,-100.0,139.43,,-61.08,0.8,0.23,138459353.01
YONG,Yong Concrete Public Company Limited,-,default,scanned,NO,N/A,YES,NO,YES,YES,NO,NO,21.16,0.0,70.54,0.0,-4.22,4.05,,12.46,31.56,0.74,503200000.0
YUASA,YUASA BATTERY (THAILAND) PUBLIC COMPANY LIMITED,-,default,scanned,YES,PENDING,YES,YES,YES,YES,YES,YES,62.98,80.2,95.38,7.62,20.85,6.54,0.152,12.52,6.12,13.8,1485225000.0
ZAA,ZALEKTA PUBLIC COMPANY LIMITED,Media & Publishing,default,scanned,NO,N/A,YES,NO,NA,NO,NO,NA,0.0,0.0,0.0,0.0,,,,-13.32,,1.77,1150605470.76
ZEN,ZEN CORPORATION GROUP PUBLIC COMPANY LIMITED,Food & Beverage,default,scanned,NO,N/A,NO,NO,YES,NO,NO,NO,9.72,0.0,32.41,0.0,,1.85,,9.58,22.71,5.4,1620000000.0
ZIGA,ZIGA INNOVATION PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,YES,NA,NO,NO,NO,30.0,0.0,100.0,0.0,-49.69,14.13,,-11.94,38.83,0.92,678342173.08
