symbol,name,sector,sector_class,status,all_pass,manual_cash_check,g1_solvency,g3_margin_slope,g4_cfo_np,g5_roe_relative,g6_new_high,g7_fwd_pe,composite,cagr_score,yield_score,peg_score,cagr_3y_pct,dividend_yield_pct,peg,roe_3y_avg_pct,fwd_pe,price,mcap
LPH,LADPRAO GENERAL HOSPITAL PUBLIC COMPANY LIMITED,Health Care Services,default,scanned,NO,N/A,YES,YES,YES,NO,NO,NO,25.52,0.0,78.91,6.14,-15.24,4.89,0.123,5.79,18.6,3.68,2649600000.0
LPN,L.P.N. DEVELOPMENT PUBLIC COMPANY LIMITED,Property Development,default,scanned,NO,N/A,NO,NO,YES,NO,NO,NO,28.23,0.0,94.1,0.0,-63.99,6.41,,1.38,21.19,1.56,2268550078.08
LRH,LAGUNA RESORTS & HOTELS PUBLIC COMPANY LIMITED,Tourism & Leisure,default,scanned,NO,N/A,YES,YES,YES,NO,YES,YES,22.12,0.0,72.96,0.76,,4.3,0.015,3.71,3.68,33.75,5625541120.0
LST,LAM SOON (THAILAND) PUBLIC COMPANY LIMITED,Food & Beverage,default,scanned,NO,N/A,YES,NO,YES,NO,NO,YES,63.69,26.46,77.01,100.0,6.88,4.7,3.111,10.32,6.81,4.68,3837600000.0
LTMH,LTMH Public Company Limited,-,default,scanned,NO,N/A,YES,NA,NA,NA,NA,NO,19.06,0.0,63.52,0.0,,3.63,,,15.21,4.16,832000000.0
LTS,Light Up Total Solution Public Company Limited,-,default,scanned,NO,N/A,YES,YES,NO,YES,YES,YES,0.62,0.0,0.0,2.08,,,0.042,24.6,6.42,2.46,586956000.0
M-CHAI,MAHACHAI HOSPITAL PUBLIC COMPANY LIMITED,Health Care Services,default,scanned,NO,N/A,NO,NO,YES,NO,NO,NO,10.61,0.0,35.35,0.0,-16.2,2.02,,11.61,20.73,19.8,3168000000.0
M,MK RESTAURANT GROUP PUBLIC COMPANY LIMITED,Food & Beverage,default,scanned,NO,N/A,YES,NO,YES,NO,NO,NO,23.49,0.0,78.31,0.0,-16.49,4.83,,9.75,18.92,20.7,19062176670.0
MADAME,MADAME BIOSCIENCE PUBLIC COMPANY LIMITED,Food & Beverage,default,scanned,NO,N/A,NO,YES,NA,NO,NO,YES,0.0,0.0,0.0,0.0,,,,-45.93,9.18,0.52,420060597.32
MAGURO,Maguro Group Public Company Limited,-,default,scanned,NO,N/A,NO,YES,YES,YES,YES,YES,24.41,0.0,71.52,9.85,,4.15,0.197,22.99,10.57,17.1,2154600000.0
MAJOR,MAJOR CINEPLEX GROUP PUBLIC COMPANY LIMITED,Media & Publishing,default,scanned,NO,N/A,NO,NO,YES,YES,NO,YES,73.51,100.0,100.0,11.69,35.78,8.55,0.234,13.93,8.37,7.6,5760179095.2
MALEE,MALEE GROUP PUBLIC COMPANY LIMITED,Food & Beverage,default,scanned,NO,N/A,NO,YES,YES,NO,NO,NO,30.0,0.0,100.0,0.0,,14.18,,8.96,17.13,3.88,2117437347.0
MANRIN,THE MANDARIN HOTEL PUBLIC COMPANY LIMITED,Tourism & Leisure,default,scanned,NO,N/A,YES,YES,NA,NO,YES,NO,10.74,0.0,19.62,16.19,,1.12,0.324,3.64,15.07,22.3,599994432.0
MASTER,Master Style Public Company Limited,Health Care Services,default,scanned,YES,PENDING,YES,YES,YES,YES,YES,YES,70.26,100.0,80.0,20.85,47.5,5.0,0.417,48.57,10.63,8.0,2413693888.0
MATCH,MATCHING MAXIMIZE SOLUTION PUBLIC COMPANY LIMITED,Media & Publishing,default,scanned,NO,N/A,YES,YES,NA,NO,NO,NO,28.64,0.0,95.48,0.0,,6.55,,-0.83,22.2,0.84,656568135.72
MATI,MATICHON PUBLIC COMPANY LIMITED,Media & Publishing,default,scanned,NO,N/A,YES,NO,NA,NO,NO,NA,17.05,0.0,56.82,0.0,-100.0,3.25,,1.4,,3.08,570875520.0
MBAX,MULTIBAX PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,NO,NO,NA,NO,NO,YES,30.0,0.0,100.0,0.0,-100.0,27.17,,3.47,8.21,1.84,365750756.4
MBK,MBK PUBLIC COMPANY LIMITED,Property Development,default,scanned,NO,N/A,NO,YES,YES,NO,YES,YES,30.04,0.0,93.22,6.93,,6.32,0.139,6.95,9.89,17.4,34479816092.4
MC,MC GROUP PUBLIC COMPANY LIMITED,Commerce,retail,scanned,NO,N/A,YES,NO,YES,YES,YES,YES,84.79,61.97,100.0,100.0,16.11,8.45,1.703,18.98,11.28,11.0,8712000000.0
MCA,Market Connections Asia Public Company Limited,-,default,scanned,NO,N/A,YES,NA,NA,NA,NA,YES,24.09,0.0,66.38,13.91,,3.79,0.278,,14.5,1.16,266800000.0
MCOT,MCOT PUBLIC COMPANY LIMITED,Media & Publishing,default,scanned,NO,N/A,YES,NO,NA,NO,NO,NA,6.89,0.0,22.95,0.0,,1.31,,-0.19,,6.1,4191305181.0
MCS,M.C.S.STEEL PUBLIC COMPANY LIMITED,Steel and Metal Products,default,scanned,NO,N/A,YES,YES,NO,NO,NO,YES,30.23,0.0,100.0,0.76,-21.74,12.42,0.015,8.69,4.75,7.65,3649050000.0
MDX,M.D.X. PUBLIC COMPANY LIMITED,Energy & Utilities,default,scanned,NO,N/A,YES,NO,NO,NO,NO,YES,0.91,0.0,0.0,3.02,-27.29,,0.06,3.92,3.26,2.36,1122399815.12
MEB,MEB Corporation Public Company Limited,-,default,scanned,NO,N/A,YES,NO,YES,YES,NO,YES,61.02,26.53,100.0,68.03,6.9,9.32,1.18,39.34,8.14,11.8,3540000000.0
MEDEZE,Medeze Group Public Company Limited,Health Care Services,default,scanned,NO,N/A,YES,NA,NA,NA,NA,YES,18.99,0.0,45.9,17.4,,2.62,0.348,,14.4,6.1,6514800000.0
MEGA,MEGA LIFESCIENCES PUBLIC COMPANY LIMITED,Commerce,retail,scanned,NO,N/A,YES,YES,YES,YES,NO,YES,22.15,0.0,73.84,0.0,-5.16,4.38,,20.69,12.27,36.5,31823237042.0
MENA,MENA TRANSPORT PUBLIC COMPANY LIMITED,Transportation & Logistics,default,scanned,NO,N/A,YES,NO,YES,NO,NO,YES,55.09,100.0,42.34,7.95,26.96,2.42,0.159,7.07,4.29,0.62,455080000.0
META,META CORPORATION PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,NO,NA,NA,NO,NO,NA,30.0,0.0,100.0,0.0,,163.25,,-5.81,,0.04,122779632.0
METCO,MURAMOTO ELECTRON (THAILAND) PUBLIC COMPANY LIMITED,Electronic Components,default,scanned,NO,N/A,YES,NO,YES,NO,NO,YES,33.58,0.0,100.0,11.95,-22.76,10.75,0.239,6.63,5.22,279.0,5830569900.0
MFC,MFC ASSET MANAGEMENT PUBLIC COMPANY LIMITED,Finance & Securities,bank,scanned,NO,N/A,YES,NO,YES,YES,NO,YES,35.79,0.0,96.14,23.15,-9.47,6.61,0.463,17.2,9.35,18.9,2374136881.2
MFEC,MFEC PUBLIC COMPANY LIMITED,Information & Communication Technology,default,scanned,NO,N/A,NO,NO,YES,YES,NO,YES,62.99,7.47,100.0,100.0,1.94,9.01,5.088,17.38,9.88,5.55,2450067230.25
MGC,Millennium Group Corporation (Asia) Public Company Limited,Automotive,default,scanned,NO,N/A,NO,NO,YES,YES,NO,YES,22.27,0.0,74.25,0.0,,4.42,,23.45,0.3,5.65,6328000000.0
MGI,Miss Grand International Public Company Limited,-,default,scanned,NO,N/A,YES,NA,NA,NA,NA,YES,60.0,0.0,100.0,100.0,,7.06,9.542,,14.94,4.96,1041600000.0
MGT,MEGACHEM (THAILAND) PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,YES,YES,YES,NO,YES,32.87,0.0,73.59,35.97,-4.78,4.36,0.719,14.51,7.33,1.95,780000000.0
MICRO,MICRO LEASING PUBLIC COMPANY LIMITED,Finance & Securities,bank,scanned,NO,N/A,YES,YES,NA,NO,NO,NO,16.29,0.0,54.31,0.0,-16.41,3.1,,-2.86,89.0,0.87,813450000.0
MIDA,MIDA ASSETS PUBLIC COMPANY LIMITED,Commerce,retail,scanned,NO,N/A,YES,NO,NA,NO,NO,NA,9.66,0.0,32.2,0.0,,1.84,,-1.36,,0.25,626024558.0
MILL,MILLCON STEEL PUBLIC COMPANY LIMITED,Steel and Metal Products,default,scanned,NO,N/A,NO,NO,NA,NO,NO,NA,30.0,0.0,100.0,0.0,-100.0,16.67,,-61.92,,0.06,568253632.0
MINT,MINOR INTERNATIONAL PUBLIC COMPANY LIMITED,Tourism & Leisure,default,scanned,NO,N/A,NO,NO,YES,NO,YES,YES,67.19,100.0,55.94,34.7,28.1,3.2,0.694,8.97,11.27,21.9,124172495796.3
MITSIB,MITSIB LEASING PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,NO,NO,NO,NO,YES,19.44,0.0,64.81,0.0,-2.56,3.7,,2.93,12.61,0.54,741224967.66
MJD,MAJOR DEVELOPMENT PUBLIC COMPANY LIMITED,Property Development,default,scanned,NO,N/A,NO,YES,NA,NO,NO,NA,30.0,0.0,100.0,0.0,,88.24,,-6.9,,0.34,292540059.26
MK,M.K. REAL ESTATE DEVELOPMENT PUBLIC COMPANY LIMITED,Property Development,default,scanned,NO,N/A,NO,NO,NA,NO,NO,NA,30.0,0.0,100.0,0.0,,20.37,,-8.88,,0.54,769072233.06
ML,"MIDA LEASING PUBLIC CO., LTD.",Finance & Securities,bank,scanned,NO,N/A,YES,NO,NA,NO,NO,NA,30.0,0.0,100.0,0.0,-100.0,11.63,,0.28,,0.43,457863019.17
MODERN,MODERNFORM GROUP PUBLIC COMPANY LIMITED,Home & Office Products,default,scanned,NO,N/A,YES,YES,YES,NO,NO,YES,51.17,58.77,89.41,2.79,15.28,5.94,0.056,3.46,6.97,2.02,1515000000.0
MONO,MONO NEXT PUBLIC COMPANY LIMITED,Media & Publishing,default,scanned,NO,N/A,NO,NO,NA,NO,NO,YES,30.62,0.0,100.0,2.07,-100.0,16.54,0.041,-36.76,8.78,0.8,2776843230.4
MOONG,MOONG PATTANA INTERNATIONAL PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,YES,NO,NO,NO,YES,30.0,0.0,100.0,0.0,-24.79,10.27,,3.49,11.47,2.24,755877395.84
MORE,MORE RETURN PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,NO,NA,NO,NO,NO,60.0,0.0,100.0,100.0,-100.0,13.33,2.085,-7.35,65.42,0.03,215302453.23
MOSHI,Moshi Moshi Retail Corporation Public Company Limited,Commerce,retail,scanned,YES,PENDING,YES,YES,YES,YES,YES,YES,65.12,100.0,60.57,23.15,38.34,3.46,0.463,24.36,13.3,35.25,11632498378.5
MOTHER,Mother Marketing Public Company Limited,-,default,scanned,NO,N/A,NO,NA,NA,NA,NA,YES,19.71,0.0,50.93,14.79,,2.91,0.296,,12.5,1.17,334620000.0
MPJ,MPJ Logistics Public Company Limited,-,default,scanned,NO,N/A,YES,NA,NA,NA,NA,YES,34.04,0.0,100.0,13.48,,9.39,0.27,,6.54,3.62,724000000.0
MRDIYT,MR. D.I.Y. HOLDING (THAILAND) PUBLIC COMPANY LIMITED,Commerce,retail,scanned,NO,N/A,YES,NA,NA,NA,NA,NO,11.09,0.0,21.15,15.8,,1.21,0.316,,15.11,9.1,54755582700.0
MSC,METRO SYSTEMS CORPORATION PUBLIC COMPANY LIMITED,Information & Communication Technology,default,scanned,NO,N/A,YES,NO,YES,NO,NO,NO,27.42,0.0,91.4,0.0,-11.58,6.14,,10.71,15.14,5.7,2052000000.0
MST,MAYBANK SECURITIES (THAILAND) PUBLIC COMPANY LIMITED,Finance & Securities,bank,scanned,NO,N/A,YES,NO,YES,NO,NO,NO,29.93,0.0,71.43,28.34,-15.31,4.14,0.567,9.83,15.1,7.0,3995701500.0
MTC,MUANGTHAI CAPITAL PUBLIC COMPANY LIMITED,Finance & Securities,bank,scanned,NO,N/A,YES,NA,NO,YES,YES,YES,27.46,37.3,17.35,24.44,9.7,0.99,0.489,16.65,7.13,29.25,62010000000.0
MTI,MUANG THAI INSURANCE PUBLIC COMPANY LIMITED,Insurance,default,scanned,NO,N/A,NO,NO,NA,YES,NO,YES,33.46,0.0,82.6,28.93,-0.57,5.26,0.579,15.89,8.73,15.4,9086000000.0
MTW,MAKE TO WIN HOLDING PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,NO,NA,NO,NO,NA,20.0,0.0,66.67,0.0,-100.0,3.81,,3.77,,0.79,694615100.59
MUD,MUD & HOUND PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,NO,NO,NA,NO,NO,NA,30.0,0.0,100.0,0.0,,7.34,,-4.87,,0.79,832175532.5
MVP,M VISION PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,NO,NO,NA,NO,NO,NA,0.0,0.0,0.0,0.0,-100.0,,,-42.59,,0.12,40471116.0
NAM,NAMWIWAT MEDICAL CORPORATION PUBLIC COMPANY LIMITED,Personal Products & Pharmaceuticals,default,scanned,NO,N/A,YES,NA,NA,NA,NA,NO,48.96,0.0,63.19,100.0,,3.61,2.594,,36.96,3.6,2520000000.0
NAT,NAT ABSOLUTE TECHNOLOGIES PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,NO,NO,YES,YES,NO,60.0,0.0,100.0,100.0,,18.13,4.241,85.53,185.15,1.93,633040000.0
NATION,NATION GROUP (THAILAND) PUBLIC COMPANY LIMITED,Media & Publishing,default,scanned,NO,N/A,NO,NO,NA,NO,NO,NA,30.0,0.0,100.0,0.0,,36.25,,-16.85,,0.04,707751490.24
NC,NEWCITY (BANGKOK) PUBLIC COMPANY LIMITED,Fashion,default,scanned,NO,N/A,YES,YES,YES,NO,NO,NO,2.79,0.0,9.31,0.0,,0.53,,3.03,133.59,1.88,286699804.48
NCAP,NEXT CAPITAL PUBLIC COMPANY LIMITED,Finance & Securities,bank,scanned,NO,N/A,YES,NO,NO,NO,NO,NO,8.5,0.0,28.32,0.0,-8.31,1.62,,5.5,21.5,2.54,3429000000.0
NCH,N. C. HOUSING PUBLIC COMPANY LIMITED,Property Development,default,scanned,NO,N/A,YES,NO,NA,NO,NO,NO,30.0,0.0,100.0,0.0,-100.0,12.5,,5.22,36.0,0.4,498113476.4
NCL,NCL INTERNATIONAL LOGISTICS PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,NO,NO,NA,NO,NO,NA,16.75,0.0,55.83,0.0,-100.0,3.19,,-67.02,,0.21,151039138.53
NCP,Nice Call Public Company Limited,-,default,scanned,NO,N/A,YES,NA,NA,NA,NA,YES,36.2,0.0,100.0,20.67,,10.23,0.413,,10.0,1.1,198000000.0
NDR,N.D. RUBBER PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,YES,NA,NO,NO,NO,13.92,0.0,46.4,0.0,-41.85,2.65,,-3.31,28.52,1.32,603096951.6
NEO,Neo Corporate Public Company Limited,Personal Products & Pharmaceuticals,default,scanned,NO,N/A,NO,NO,YES,YES,NO,YES,30.0,0.0,100.0,0.0,-0.17,8.33,,28.9,7.91,16.2,4860000000.0
NEP,NEP REALTY AND INDUSTRY PUBLIC COMPANY LIMITED,Packaging,default,scanned,NO,N/A,YES,YES,NA,NO,YES,NO,0.0,0.0,0.0,0.0,,,,-4.56,45.53,0.2,465076117.6
NER,NORTH EAST RUBBER PUBLIC COMPANY LIMITED,Agribusiness,default,scanned,NO,N/A,NO,NO,NO,YES,YES,YES,38.12,9.76,100.0,14.05,2.54,7.01,0.281,21.14,3.95,4.42,8167230686.16
NETBAY,NETBAY PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,NO,YES,YES,YES,YES,59.72,61.88,100.0,16.57,16.09,8.0,0.331,41.94,7.62,15.0,3000000000.0
NEW,WATTANA KARNPAET PUBLIC COMPANY LIMITED,Health Care Services,default,scanned,NO,N/A,YES,NO,YES,YES,NO,NO,53.52,100.0,21.54,23.51,70.88,1.23,0.47,14.89,33.33,130.0,1300000000.0
NEX,NEX POINT PUBLIC COMPANY LIMITED,Automotive,default,scanned,NO,N/A,NO,NO,NA,NO,NO,YES,30.0,0.0,100.0,0.0,,13.69,,-26.0,1.13,1.0,5989399273.0
NFC,NFC PUBLIC COMPANY LIMITED,Petrochemicals & Chemicals,default,scanned,NO,N/A,NO,NO,YES,NO,NO,NO,30.0,0.0,100.0,0.0,-50.86,14.63,,8.85,24.6,1.23,1338034688.0
NKI,THE NAVAKIJ INSURANCE PUBLIC COMPANY LIMITED,Insurance,default,scanned,NO,N/A,NO,NA,NA,NO,NO,NA,30.0,0.0,100.0,0.0,-100.0,10.14,,-8.59,,14.8,562400000.0
NKT,Nakornthon Hospital Public Company Limited,Health Care Services,default,scanned,NO,N/A,YES,NA,NA,NA,NA,YES,22.64,0.0,75.45,0.0,,4.55,,,14.21,3.96,2118600000.0
NL,NL Development Public Company Limited,Construction Services,default,scanned,NO,N/A,YES,NA,NA,NA,NA,NA,28.05,0.0,93.49,0.0,,6.35,,,,0.63,315000000.0
NNCL,NAVANAKORN PUBLIC COMPANY LIMITED,Property Development,default,scanned,NO,N/A,YES,YES,YES,NO,NO,YES,30.0,0.0,100.0,0.0,-3.44,7.14,,9.61,11.4,1.54,3154312487.48
NOBLE,NOBLE DEVELOPMENT PUBLIC COMPANY LIMITED,Property Development,default,scanned,NO,N/A,NO,NO,NO,NO,NO,YES,30.0,0.0,100.0,0.0,-22.63,10.33,,9.78,4.23,1.83,2506027054.53
NOVA,NOVA EMPIRE PUBLIC COMPANY LIMITED,Energy & Utilities,default,scanned,NO,N/A,NO,NO,YES,YES,NO,NA,70.0,100.0,100.0,0.0,76.77,15.74,,16.35,,7.05,1198140619.2
NPK,NEW PLUS KNITTING PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,NO,NA,NO,NO,YES,20.69,0.0,33.65,35.32,,1.92,0.706,-2.84,5.09,13.0,130000000.0
NRF,NR INSTANT PRODUCE PUBLIC COMPANY LIMITED,Food & Beverage,default,scanned,NO,N/A,NO,NO,NA,NO,NO,YES,30.01,0.0,100.0,0.04,-100.0,12.0,0.001,-16.42,1.73,0.25,375956817.75
NSL,NSL FOODS PUBLIC COMPANY LIMITED,Food & Beverage,default,scanned,YES,PENDING,YES,YES,YES,YES,YES,YES,74.5,100.0,77.73,37.27,26.62,4.77,0.745,27.86,8.7,22.0,6600000000.0
NTF,NTF INTERGROUP (THAILAND) PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,NO,NA,NA,NA,NA,YES,4.46,0.0,12.25,2.61,,0.7,0.052,,14.2,16.3,3260000000.0
NTSC,Nutrition SC Public Company Limited,-,default,scanned,NO,N/A,YES,NO,YES,YES,NO,YES,26.53,0.0,78.39,10.04,-1.85,4.84,0.201,12.97,6.89,6.2,826664699.2
NTV,NONTHAVEJ HOSPITAL PUBLIC COMPANY LIMITED,Health Care Services,default,scanned,NO,N/A,YES,YES,YES,YES,NO,YES,71.12,100.0,83.33,20.4,31.3,5.33,0.408,13.87,12.77,19.5,3120000000.0
NUT,NUTRITION PROFESS PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,NA,NA,NA,NA,YES,30.0,0.0,100.0,0.0,,12.26,,,10.34,4.24,508800000.0
NV,NOVA ORGANIC PUBLIC COMPANY LIMITED,Personal Products & Pharmaceuticals,default,scanned,NO,N/A,YES,NO,NA,NO,NO,NA,0.0,0.0,0.0,0.0,-100.0,,,-6.42,,0.53,318000000.0
NVD,NIRVANA DEVELOPMENT PUBLIC COMPANY LIMITED,Property Development,default,scanned,NO,N/A,NO,NO,NO,NO,NO,YES,21.19,0.0,70.62,0.0,-40.44,4.06,,3.24,8.75,0.64,1185216990.08
NYT,NAMYONG TERMINAL PUBLIC COMPANY LIMITED,Transportation & Logistics,default,scanned,NO,N/A,NO,NO,YES,YES,YES,YES,74.74,100.0,100.0,15.81,35.0,13.23,0.316,15.26,7.59,3.78,4687200000.0
OCC,O.C.C. PUBLIC COMPANY LIMITED,Personal Products & Pharmaceuticals,default,scanned,NO,N/A,YES,YES,NA,NO,YES,NO,2.9,0.0,9.67,0.0,,0.55,,-0.28,84.72,9.05,543000000.0
OHTL,OHTL PUBLIC COMPANY LIMITED,Tourism & Leisure,default,scanned,NO,N/A,NO,YES,YES,YES,YES,YES,32.16,0.0,94.89,12.3,,6.49,0.246,12.93,12.64,262.0,3955623600.0
OKJ,Pluk Phak Praw Rak Mae Public Company Limited,Food & Beverage,default,scanned,NO,N/A,YES,NO,YES,YES,NO,NO,11.93,0.0,39.77,0.0,,2.27,,16.32,26.64,3.08,1875720000.0
ONEE,THE ONE ENTERPRISE PUBLIC COMPANY LIMITED,Media & Publishing,default,scanned,NO,N/A,YES,NO,YES,NO,NO,YES,60.0,0.0,100.0,100.0,-15.19,7.5,1.548,6.45,10.83,2.4,5715000000.0
OR,PTT OIL AND RETAIL BUSINESS PUBLIC COMPANY LIMITED,Energy & Utilities,default,scanned,NO,N/A,YES,YES,YES,NO,NO,NO,32.78,11.21,77.24,17.09,2.91,4.72,0.342,9.19,16.32,12.7,152400000000.0
ORI,ORIGIN PROPERTY PUBLIC COMPANY LIMITED,Property Development,default,scanned,NO,N/A,NO,NO,NO,NO,NO,YES,21.28,0.0,70.94,0.0,-42.44,4.09,,7.91,5.83,1.71,4196549394.63
ORN,ORNSIRIN HOLDING PUBLIC COMPANY LIMITED,Property Development,default,scanned,NO,N/A,YES,NA,NA,NA,NA,YES,13.46,0.0,44.87,0.0,,2.56,,,5.17,0.78,1170000000.0
OSP,OSOTSPA PUBLIC COMPANY LIMITED,Food & Beverage,default,scanned,YES,PENDING,YES,YES,YES,YES,YES,YES,63.5,91.43,84.79,4.97,23.77,5.48,0.099,15.59,12.32,14.6,43854750000.0
PACO,PRESIDENT AUTOMOBILE INDUSTRIES PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,YES,YES,NO,YES,YES,48.53,42.53,100.0,5.08,11.06,11.81,0.102,10.39,10.31,1.27,1270000154.94
PAF,PAN ASIA FOOTWEAR PUBLIC COMPANY LIMITED,Fashion,default,scanned,NO,N/A,YES,YES,NA,NO,YES,NO,37.0,2.6,19.89,100.0,0.67,1.14,31.075,0.75,20.97,0.88,475200000.0
PANEL,PanelesMatic Solutions Public Company Limited,-,default,scanned,NO,N/A,YES,NO,YES,YES,YES,YES,39.82,0.0,49.36,83.38,,2.82,1.334,14.92,14.73,1.17,222300000.0
PAP,PACIFIC PIPE PUBLIC COMPANY LIMITED,Steel and Metal Products,default,scanned,NO,N/A,NO,YES,NA,NO,NO,YES,17.15,0.0,55.12,2.05,-100.0,3.15,0.041,-8.97,10.79,2.54,1676400000.0
PATO,PATO CHEMICAL INDUSTRY PUBLIC COMPANY LIMITED,Petrochemicals & Chemicals,default,scanned,NO,N/A,YES,YES,YES,YES,NO,YES,39.41,0.0,100.0,31.36,-10.2,7.38,0.627,13.33,13.38,6.1,868469200.0
PB,PRESIDENT BAKERY PUBLIC COMPANY LIMITED,Food & Beverage,default,scanned,NO,N/A,YES,NO,YES,YES,NO,NO,16.41,0.0,54.69,0.0,-9.68,3.12,,12.72,17.17,48.0,21600000000.0
PCC,Precise Corporation Public Company Limited,Industrial Materials & Machinery,default,scanned,NO,N/A,YES,YES,YES,NO,YES,YES,59.05,46.96,100.0,34.22,12.21,8.03,0.684,11.21,8.35,2.74,3360936334.0
PCE,PETCHSRIVICHAI ENTERPRISE PUBLIC COMPANY LIMITED,Agribusiness,default,scanned,NO,N/A,YES,NO,YES,NO,NO,NO,17.8,0.0,59.32,0.0,,3.39,,10.47,22.59,2.36,6490000000.0
PCSGH,P.C.S. MACHINE GROUP HOLDING PUBLIC COMPANY LIMITED,Automotive,default,scanned,NO,N/A,YES,NO,YES,YES,NO,YES,30.0,0.0,100.0,0.0,-6.41,9.18,,12.63,8.86,2.94,4483500000.0
PDG,PRODIGY PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,YES,YES,NO,NO,YES,44.33,32.73,100.0,4.14,8.51,9.03,0.083,7.82,11.94,3.1,920699779.9
PDJ,PRANDA JEWELRY PUBLIC COMPANY LIMITED,Fashion,default,scanned,NO,N/A,YES,NO,NA,NO,NO,YES,30.0,0.0,100.0,0.0,-100.0,11.24,,2.72,8.77,0.89,527706617.76
PEACE,PEACE & LIVING PUBLIC COMPANY LIMITED,Property Development,default,scanned,NO,N/A,YES,NO,NO,NO,NO,NO,18.98,0.0,63.25,0.0,-32.02,3.61,,10.29,48.65,1.66,836636137.18
PEER,PEER FOR YOU PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,NO,NA,NO,NO,NA,0.0,0.0,0.0,0.0,-100.0,,,-25.91,,0.08,84394118.32
PERM,PERMSIN STEEL WORKS PUBLIC COMPANY LIMITED,Steel and Metal Products,default,scanned,NO,N/A,NO,YES,NA,NO,NO,NA,30.0,0.0,100.0,0.0,-100.0,46.15,,-41.86,,0.26,199331261.22
PF,PROPERTY PERFECT PUBLIC COMPANY LIMITED,Property Development,default,scanned,NO,N/A,NO,NO,NA,NO,NO,NA,30.0,0.0,100.0,0.0,,43.33,,-3.26,,0.03,300332418.12
PG,PEOPLE'S GARMENT PUBLIC COMPANY LIMITED,Fashion,default,scanned,NO,N/A,YES,NO,NO,NO,NO,NO,29.13,0.0,97.11,0.0,-43.13,6.71,,1.64,229.51,7.45,715200000.0
PHG,Patrangsit Healthcare Group Public Company Limited,Health Care Services,default,scanned,NO,N/A,YES,NO,YES,YES,NO,YES,29.59,0.0,98.63,0.0,,6.86,,21.26,11.11,10.2,3060000000.0
PHOL,PHOL DHANYA PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,NO,YES,YES,NO,YES,40.37,0.0,100.0,34.57,-7.08,8.74,0.691,16.13,8.77,2.86,579150663.52
PIMO,PIONEER MOTOR PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,YES,YES,NO,YES,YES,31.42,13.9,77.57,8.64,3.61,4.76,0.173,10.85,9.39,1.03,780364327.07
PIN,PINTHONG INDUSTRIAL PARK PUBLIC COMPANY LIMITED,Property Development,default,scanned,NO,N/A,YES,NO,NO,YES,YES,YES,69.88,100.0,82.43,17.18,129.18,5.24,0.344,32.81,9.61,4.12,4779200000.0
PIS,Pro Inside Public Company Limited,-,default,scanned,NO,N/A,NO,NO,NO,YES,YES,YES,25.55,0.0,82.9,2.27,,5.29,0.045,35.35,7.37,3.78,2041200000.0
PJW,PANJAWATTANA PLASTIC PUBLIC COMPANY LIMITED,Packaging,default,scanned,NO,N/A,NO,YES,YES,NO,NO,YES,25.18,0.0,83.92,0.0,-8.98,5.39,,9.19,8.43,2.04,1273091435.16
PK,PATKOL PUBLIC COMPANY LIMITED,Industrial Materials & Machinery,default,scanned,NO,N/A,NO,NO,NA,NO,NO,NA,30.0,0.0,100.0,0.0,-100.0,15.85,,-9.99,,0.41,213510075.21
PL,PHATRA LEASING PUBLIC COMPANY LIMITED,Finance & Securities,bank,scanned,NO,N/A,YES,NO,NA,NO,NO,YES,23.88,0.0,79.6,0.0,-100.0,4.96,,1.29,12.14,1.25,745637281.25
PLANB,PLAN B MEDIA PUBLIC COMPANY LIMITED,Media & Publishing,default,scanned,NO,N/A,YES,YES,YES,NO,YES,NO,79.4,66.32,76.25,100.0,17.24,4.63,3.628,10.91,18.98,4.56,20977274588.4
PLANET,PLANET COMMUNICATIONS ASIA PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,NO,NO,NA,NO,NO,NA,30.0,0.0,100.0,0.0,-100.0,14.49,,-16.99,,0.8,527431281.6
